uuid,name,type,permalink,cb_url,rank,created_at,updated_at,legal_name,roles,domain,homepage_url,country_code,state_code,region,city,address,postal_code,status,short_description,category_list,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,total_funding_currency_code,founded_on,last_funding_on,closed_on,employee_count,email,phone,facebook_url,linkedin_url,twitter_url,logo_url,alias1,alias2,alias3,primary_role,num_exits,revenue_range
dd0382f4-c16c-4f94-94ac-b655128def6a,Fox Electronics,organization,fox-electronics,https://www.crunchbase.com/organization/fox-electronics,504694.0,2017-11-10 19:37:27,2019-03-25 18:50:04,,company,foxonline.com,http://foxonline.com,,,,,,,operating,"Fox Electronics manufactures crystal oscillator's design and supply in Lee County, Florida.","Electronics,Manufacturing,Product Design,Wearables","Consumer Electronics,Design,Hardware,Manufacturing",,,,,,,,1001-5000,,239-693-1554,https://www.facebook.com/foxelectronics1,https://www.linkedin.com/company/fox-electronics,https://www.twitter.com/foxelectronics1,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1509751520/ega5q3fvpmsj3uwjnzo8.jpg",,,,company,,$1M to $10M
daa9dd72-86f3-bafd-c9ec-88fb18eeed2a,ALBERT,organization,albert-2,https://www.crunchbase.com/organization/albert-2,15806.0,2015-03-19 07:40:27,2018-12-11 11:14:30,ALBERT Inc.,company,albert2005.co.jp,http://www.albert2005.co.jp/,JPN,,Tokyo,Tokyo,"Shinjuku Nomura Building, 15F 1-26-2, Nishi-Shinjuku, Shinjuku-ku",163-0515,ipo,ALBERT offers businesses with analytics and consulting services to assist them in their business decision making.,"Analytics,Database","Data and Analytics,Software",1.0,21756468.0,2409890000.0,JPY,2005-07-01,2016-11-21,,unknown,,+81359097525,https://www.facebook.com/albertinc,,https://www.twitter.com/albert2005,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1426750637/w5iss7nastbe5lx86iby.jpg",,,,company,,
b0bb16e6-e189-f711-b168-8d08c3ce30b7,East Balt Bakeries,organization,east-balt-bakeries,https://www.crunchbase.com/organization/east-balt-bakeries,213388.0,2017-07-24 10:55:47,2018-08-08 05:06:40,,company,eastbalt.com,http://www.eastbalt.com,USA,IL,Illinois,Chicago,1801 West 31st Place,60608,acquired,"East Balt Bakeries produces buns, bagels, English muffins, tortillas, breads, and specialty bakery products.",Food Processing,Food and Beverage,,,,,1955-01-01,,,1001-5000,info@businessphone.com,(773)376-4444,,https://www.linkedin.com/company-beta/142997/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1500893712/ur7iiykcj4rjbtpmtmev.png",,,,company,,
8f910889-e30c-9f3a-fed9-7f7a96b3c5ae,Newland Payment Technology,organization,newland-payment-technology,https://www.crunchbase.com/organization/newland-payment-technology,220517.0,2017-07-28 06:16:16,2018-10-26 23:03:31,,company,newlandpayment.com,http://www.newlandpayment.com,CHN,,Fujian,Fuhou,"New Century Science and Technology Park, Rujiang West Road Fuzhou Software Park, No. 89 Software Avenue",350015,operating,"Newland Payment Technology focused on the development of electronic payment products, sales and sales solutions.","Electronics,Financial Services,Payments,Sales","Consumer Electronics,Financial Services,Hardware,Payments,Sales and Marketing",,,,,1994-01-01,,,1001-5000,pos@newlandpayment.com,+059183979921,,https://www.linkedin.com/company-beta/13221069,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1501222266/luobfsghdayy4qcxxjnt.png",,,,company,,
5bcb0e25-fd81-7475-7abb-293870abd9f8,Roofs By Nicholas,organization,roofs-by-nicholas,https://www.crunchbase.com/organization/roofs-by-nicholas,594731.0,2015-10-24 09:27:30,2019-03-25 19:50:50,,company,roofsbynicholas.com,http://www.roofsbynicholas.com/,USA,TX,Texas,Grapevine,756 Port America Place Suite 700,76051,operating,Roofs By Nicholas installs and repairs all types of commercial and residential roofs,"Building Material,Construction,Home Renovation",Real Estate,1.0,,,,1988-01-01,2010-09-01,,11-50,,18174210295,https://www.facebook.com/roofsbynicholas,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445678846/som3nlvhmynwhzje6qot.png",,,,company,,Less than $1M
391ece76-5545-4672-ab2e-7aeda3169c29,Boostberg,organization,boostberg,https://www.crunchbase.com/organization/boostberg,375405.0,2017-10-12 06:55:19,2018-10-26 21:45:58,,company,boostberg.com,http://www.boostberg.com,DEU,,Niedersachsen,Hanover,,30171,operating,centralized platform for all marketing and communication channels (focused on Millennials),"Advertising,E-Commerce,Information Technology,Marketing,Software","Advertising,Commerce and Shopping,Information Technology,Sales and Marketing,Software",,,,,,,,1-10,ana@boostberg.com,0049-176-550-83-250,https://www.facebook.com/boostberg.bot/,https://www.linkedin.com/in/boostberg-social-38a987142/,https://twitter.com/Boostberg,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/ri9bndipjxry6zbfkzhu",,,,company,,
040b8bfa-3262-8af7-47dd-50b1ef77b97e,"SGM Law Group, Law Offices of Shilpa Malik",organization,sgm-law-group,https://www.crunchbase.com/organization/sgm-law-group,320831.0,2014-12-11 18:09:41,2019-03-25 19:14:06,,company,immi-usa.com,http://www.immi-usa.com/,USA,FL,Florida,Fort Lauderdale,800 Corporate Drive Suite 206,33334,operating,"SGM Law Group is a well-known immigration firm in Fort Lauderdale, FL delivering the most up-to-date immigration services","Consulting,Legal",Professional Services,,,,,,,,1-10,info@immi-usa.com,(877) 811-3541,https://www.facebook.com/sgmimmigrationlaw,,https://www.twitter.com/shilpamalikesq,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1418320838/hnxhanj01etfzxuvi42r.jpg",,,,company,,Less than $1M
42c17d64-0f5f-4674-8551-f9758cbbc489,"Professional Benefit Administrators, Inc.",organization,professional-benefit-administrators-inc,https://www.crunchbase.com/organization/professional-benefit-administrators-inc,338656.0,2017-11-10 19:47:58,2019-03-29 23:13:03,,company,pbaclaims.com,http://pbaclaims.com,,,,,,,operating,Professional Benefit Administrators is an insurance company offering benefits management services.,,,,,,,,,,101-250,,800.435.5694,https://www.facebook.com/pbaclaims,https://www.linkedin.com/company/professional-benefit-administrators-inc-,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",,,,company,,
16db7a09-974e-1b2b-3034-ad53e35864f0,Qubecell,organization,qubecell,https://www.crunchbase.com/organization/qubecell,248592.0,2013-11-22 02:00:47,2018-10-26 23:13:30,,company,qubecell.com,http://qubecell.com,IND,,Maharashtra,Mumbai,"104, 28 East Side Tower, Andheri Link Road Andheri West",400053,acquired,Simplified Mobile Payments,"Billing,Finance,Mobile Payments","Financial Services,Mobile,Payments,Software",1.0,,,,2012-01-01,2013-01-01,,11-50,info@qubecell.com,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397184626/2569a9829cda1c3f2573fd1dfc9ff047.png",,,,company,,
17818d55-4f93-94b1-6b80-575a7cdc5878,Critical Force,organization,critical-force,https://www.crunchbase.com/organization/critical-force,13752.0,2016-09-05 07:14:56,2019-03-29 23:34:32,Critical Force Oy,company,criticalforce.fi,http://criticalforce.fi/presskit/,FIN,,Oulu,Kajaani,Kauppakatu 7,87100,operating,Critical Force is a Finnish video game company,"Gaming,Mobile Devices,Video Games","Consumer Electronics,Gaming,Hardware,Mobile",2.0,10760303.0,10760303.0,USD,2012-01-01,2018-06-19,,11-50,juri@criticalforce.fi,+358505974534,https://www.facebook.com/CriticalForceLtd/,https://www.linkedin.com/company/critical-force-entertainment,https://twitter.com/criticalforceet,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1473059691/rnawevpbi9gsqq4xqh6c.png",,,,company,,
6affc1c0-318a-f333-0e2f-8f6e65d78b27,Farmacia Online Italia,organization,farmacia-online-italia,https://www.crunchbase.com/organization/farmacia-online-italia,195047.0,2015-04-27 10:55:33,2018-02-12 23:43:47,,company,farmaciasanita.com,http://www.farmaciasanita.com/,,,,,,,operating,"Online pharmacy, widespread across Europe and Italy, which offers range of available medical products that can be purchased easily",Health Care,Health Care,,,,,2014-02-14,,,unknown,,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1430132188/azvfmbjardb6rbqxhvq8.jpg",,,,company,,
758f0b00-65fc-8dae-f38a-fa4bbb01a4c9,Binary Mango,organization,binary-mango,https://www.crunchbase.com/organization/binary-mango,456842.0,2017-05-01 23:13:24,2018-10-26 22:37:45,,company,thebinarymango.com,http://www.thebinarymango.com,USA,FL,Florida,Hallandale,"800 Silks Run, Suite 2360",33009,operating,Hi-tech Development Firm,Web Development,Software,,,,,2016-09-06,,,unknown,hello@iomango.com,(305)450-9523,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1493680334/akzeamiye4vmmvufclcd.png",,,,company,,
c044b6a3-2aef-4dc1-8a70-1294f7365f20,BLUR,organization,blur,https://www.crunchbase.com/organization/blur,178132.0,2019-03-20 05:13:41,2019-03-20 05:13:41,"EXTA, INC.",company,theblurapp.com,http://theblurapp.com/,USA,NY,New York,New York,20 Exchange Place,10005,operating,BLUR is Provider of a technology for sharing mobile games with other users.,Internet,Internet Services,,,,,2014-01-01,,,11-50,,,,https://www.linkedin.com/company/texta-inc-/,https://twitter.com/theblurapp,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/pdixymotz7cqyagqrsox",,,,company,,
